PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL JUNHO
2461960;1;SÃO PAULO;SORV HAAGEN DAZS CHOC BELGA 473ML;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;7.407,00
1181598;1;SÃO PAULO;QA QJ MUSS BUF CEREJA QUALITA 150G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;4.455,00
6818579;1;SÃO PAULO;QA ALC 46 LIQUIDO QUALITA 1L;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;5.681,00
80347;1;SÃO PAULO;LAGARTO BOVINO RESF EXTRA LIMPO KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;5.285,00
22224;1;SÃO PAULO;QJ MINAS FCO TIROLEZ;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;3.727,00
7551277;1;SÃO PAULO;SALADA DE FRUTA CP IOG E GRAN 300G;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;5.479,00
5186440;1;SÃO PAULO;LTE S DESN SQ 0 LACTOSE PIRACANJ 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;5.654,00
196406;1;SÃO PAULO;MACA TURMA MONICA *T* 1KG CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.909,00
683708;1;SÃO PAULO;SUCO LAR XANDO GFA 1000ML;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;4.200,00
2173634;1;SÃO PAULO;ABACAXI PEROLA UNIDADE UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;5.742,00
1354072;1;SÃO PAULO;QA CAM DESC COZ 111/130 CG QUA 400;PERECIVEIS;PEIXARIA;PEIXES CONGELADOS;JARDIM PAULISTA;June-2019;PA;4.021,00
15059;1;SÃO PAULO;QJ PRATO TIROLEZ FAT;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;4.084,00
1090608;1;SÃO PAULO;VH CH BCO TRES MED SAUV BLAC 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;2.987,00
4338758;1;SÃO PAULO;ALFACE MIMOSA HIDROP EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;5.409,00
1105666;1;SÃO PAULO;CERV HEINEKEN LATA 250ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;7.414,00
476133;1;SÃO PAULO;QJ MINAS FRESCAL PURISSIMO;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;5.299,00
7619274;1;SÃO PAULO;COCO SECO POLPA CUBOS CP 180G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.854,00
1016048;1;SÃO PAULO;MANJERICAO EMB UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;5.320,00
3898079;1;SÃO PAULO;AGUA DE COCO VERDE 500 ML;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.680,00
5998289;1;SÃO PAULO;AZEITE IT EV DE CECCO 0,5 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;6.012,00
1194609;1;SÃO PAULO;AGUA DE COCO DO BEM 1L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.904,00
1008488;1;SÃO PAULO;QA OVOS CAIPIRA C/10;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;5.457,00
218948;1;SÃO PAULO;QJ MINAS FRESCAL LIGHT PURISSIMO;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;5.213,00
104357;1;SÃO PAULO;VH PORT VERDE BCO CASAL GARCIA 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;3.480,00
331982;1;SÃO PAULO;AG MINER C/GAS S LOUREN PET 1260ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;5.052,00
236683;1;SÃO PAULO;MEIO FRANGO ASSADO KG;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;4.589,00
1552867;1;SÃO PAULO;CAFE COM LEITE ILLY 150 ML;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;5.009,00
1775174;1;SÃO PAULO;AG MINER PUREZA VITAL PET 1.5L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;4.449,00
1096221;1;SÃO PAULO;PH NEVE SUPREME FT L12P11 20M;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART HIGIENICOS;JARDIM PAULISTA;June-2019;PA;4.770,00
1117251;1;SÃO PAULO;REFRI. COCA COLA SLEEK 310ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;2.890,00
5736089;1;SÃO PAULO;OVOS CAIPIRA BDJ C/ 20;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;5.663,00
2375830;1;SÃO PAULO;ESCAROLA EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;4.515,00
499606;1;SÃO PAULO;QJ RAL VIGOR PCTE 100G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;4.496,00
15615;1;SÃO PAULO;QJ MINAS PADRAO TIROLEZ;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;4.425,00
40723;1;SÃO PAULO;QJ HOL MAASDAM KROON;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;6.304,00
1289312;1;SÃO PAULO;BISC FRAN CASINO MANT CHO LTE 150G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;6.725,00
5489411;1;SÃO PAULO;TEMAKI DE SALMAO 110 G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;4.884,00
1023610;1;SÃO PAULO;ASPARGO VERDE IMPORTADO MC;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;4.982,00
1109623;1;SÃO PAULO;IOG MORANGO WHEY 14G V.C. 250G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;3.500,00
1129581;1;SÃO PAULO;TQ OVO BR GDE LIVRE GAIOLA C/10;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;9.224,00
252454;1;SÃO PAULO;REFRI COCA-COLA PET 2L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;5.279,00
237031;1;SÃO PAULO;MARACUJA AZEDO GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.171,00
590655;1;SÃO PAULO;CAFE TM 3 CORACOES TRAD 500GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;4.648,00
2239729;1;SÃO PAULO;SORV HAAGENS DAZS DOCE LEITE 473ML;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;6.223,00
408721;1;SÃO PAULO;AGUA TONICA DIET ANTARCTICA 350ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;5.551,00
252447;1;SÃO PAULO;REFRI COCA-COLA LTA 350ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;6.334,00
313421;1;SÃO PAULO;LOMBO DE SALMAO FCO KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;4.353,00
128407;1;SÃO PAULO;ENTRECOTE (CONTRA FILE) MONTANA KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;2.070,00
5340941;1;SÃO PAULO;PASSATA CASINO 680G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;3.211,00
5596379;1;SÃO PAULO;CR LTE FAZENDA BELA VISTA 500G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;5.041,00
3274774;1;SÃO PAULO;BISC AMANT SORTIDO PRINCESA 400G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;4.802,00
667357;1;SÃO PAULO;AMAC COMFORT PLUS 2L;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;4.484,00
783682;1;SÃO PAULO;CR LTE NESTLE TP 200G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;5.131,00
1194405;1;SÃO PAULO;CAPS NSP STARBUCKS COLOMBIA 10;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;6.201,00
1182536;1;SÃO PAULO;BOMBOM LACTA GDES SUCESSOS 250.6G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;2.131,00
1915;1;SÃO PAULO;CARNE P/ STROGONOFF DE FILE MIGNON;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;4.655,00
7619410;1;SÃO PAULO;MORANGOS CORTADOS CP 200G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.718,00
1510409;1;SÃO PAULO;QA OVOS BRANCO EXTRA C/20 QUALITA;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;2.846,00
142779;1;SÃO PAULO;TORTA FRANGO PA;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;4.685,00
4051411;1;SÃO PAULO;CEBOLINHA EMB ED MC;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;4.254,00
2373423;1;SÃO PAULO;ALFACE CRESPA EMB MC;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.258,00
3197899;1;SÃO PAULO;QA OVO VERM GDE LIVR GAIOL C10;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;5.364,00
1895476;1;SÃO PAULO;SORV HAAGEN DAZS BAUN/MACAD 473ML;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;6.119,00
1123044;1;SÃO PAULO;COCA COLA SLEEK SEM ACUCAR 220ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;4.534,00
1017559;1;SÃO PAULO;FLOR ORQUIDEA PHALAENOPSIS MINI P06;BAZAR;PET E JARDIM;JARDINAGEM;JARDIM PAULISTA;June-2019;PA;7.858,00
5225910;1;SÃO PAULO;MANTEIGA AVIACAO C/SAL POTE 500GR;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;4.075,00
1121644;1;SÃO PAULO;COCA COLA ZERO SLEEK 310 ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;3.356,00
1194403;1;SÃO PAULO;CAPS NSP STARBUCKS VERONA 10;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;5.952,00
507684;1;SÃO PAULO;WHIS ESC CHIVAS REGAL 12AN 1L;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.679,00
1004023;1;SÃO PAULO;QA AG MINER QUALITA S GAS 1,5L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;2.916,00
5147885;1;SÃO PAULO;QA OVOS BRANCO GRANDE DZ QUALITA;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;2.713,00
61315;1;SÃO PAULO;CARNE P/ STROGONOFF DE ALCATRA;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;3.711,00
1009232;1;SÃO PAULO;QA GELO QUALITA 5KG;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;4.114,00
1765083;1;SÃO PAULO;VODKA SMIRNOFF GFA 998ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;4.698,00
4112532;1;SÃO PAULO;CERVEJA ANTARCTICA ORIGINAL 300ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;3.425,00
2475806;1;SÃO PAULO;LTE A BELA VISTA MAGRO GFA 1000ML;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;4.472,00
236713;1;SÃO PAULO;FRANGO EM CORTES KG;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;3.533,00
247757;1;SÃO PAULO;TANGERINA IMPORTADA KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.631,00
4244707;1;SÃO PAULO;SALSA EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;4.232,00
48682;1;SÃO PAULO;FILE MIGNON EXTRA LIMPO BASSI;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;6.215,00
1031835;1;SÃO PAULO;AZ ITA EX VIR FILIPPO BERIO 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;3.881,00
468084;1;SÃO PAULO;FEIJAO CARIOCA CAMIL T1 1KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;June-2019;PA;4.414,00
6987763;1;SÃO PAULO;CAPS DOLCE GUSTO ESPRESSO C/16;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;3.973,00
1050338;1;SÃO PAULO;PRES COZ MAGR SADIA SOLTISSIMO 200G;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;3.812,00
785563;1;SÃO PAULO;CR LTE NESTLE LTA 300G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;4.282,00
1191811;1;SÃO PAULO;LAVA ROUPA LIQ OMO LV PERF 900 ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;3.661,00
1021836;1;SÃO PAULO;BISC LACTA BIS AO LEITE 126G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;2.889,00
3197158;1;SÃO PAULO;AGUA SAN SUPER CANDIDA 2L;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;3.769,00
47586;1;SÃO PAULO;PICANHA BOV RESF EXTRA LIMPA BASSI;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;2.638,00
1040925;1;SÃO PAULO;MORANGO NACIONAL 1KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;5.550,00
5180967;1;SÃO PAULO;PAO DE FORMA CHIA E MACADAMIA 400G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;4.348,00
31240;1;SÃO PAULO;FILE MIGNON SUINO RESF KG (CORTE);PERECIVEIS;CARNES;SUINOS E OUTROS;JARDIM PAULISTA;June-2019;PA;3.952,00
82617;1;SÃO PAULO;SALMAO ATLANTICO FRESCO KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;5.282,00
248013;1;SÃO PAULO;PERA PORTUGUESA ROCHA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;2.987,00
5094578;1;SÃO PAULO;AG MINER CRYSTAL GARRAFAO 5L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.777,00
4689119;1;SÃO PAULO;SALADA VERAO (CRESP,REP,ROX,CEN);PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.837,00
1144492;1;SÃO PAULO;SACOLA REUTILIZAVEL RAFIA PA G;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;June-2019;PA;4.133,00
444613;1;SÃO PAULO;QJ BRIE POLENGHI SELECTION;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;3.679,00
1116051;1;SÃO PAULO;FL ORQUIDEA MULTIFLORA CF ED;BAZAR;PET E JARDIM;JARDINAGEM;JARDIM PAULISTA;June-2019;PA;4.371,00
4187028;1;SÃO PAULO;SOBRECOXA FGO S/PELE RESF KORIN 600;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;4.246,00
7600173;1;SÃO PAULO;MOIDA DE PATINHO BM RESF 500GR;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;3.786,00
4852766;1;SÃO PAULO;QA MANDIOCA HIG QUALITA 600G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.732,00
367493;1;SÃO PAULO;BACALHAU PORTO BDJA KG;PERECIVEIS;PEIXARIA;BACALHAU;JARDIM PAULISTA;June-2019;PA;455
85601;1;SÃO PAULO;SOBRECOXA FGO S/PELE RESF KG (PCTE);PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;3.568,00
3327678;1;SÃO PAULO;PAO QUEIJO TRADIC F MINAS PCT 400G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;4.090,00
1021137;1;SÃO PAULO;MASSA TAPIOCA DA TERRINHA 1KG;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.162,00
3945803;1;SÃO PAULO;FILE COXA SCOXA S/PELE KORIN 600G;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;3.616,00
183567;1;SÃO PAULO;CAFE TM 3 CORACOES EX FORTE 500 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;3.723,00
2374321;1;SÃO PAULO;ALHO PORRO EMB UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.828,00
5107636;1;SÃO PAULO;AGRIAO HIDROPONICO EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.468,00
6035723;1;SÃO PAULO;QA LEITE L V INTEGRAL QUALITA 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;3.138,00
7555589;1;SÃO PAULO;SWEET MILHO CHICO BENTO 450G;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;4.078,00
337427;1;SÃO PAULO;PIMENTAO VERMELHO EXTRA GNEL KG;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;2.975,00
786041;1;SÃO PAULO;WHIS ESC J WALK BLACK LABEL 12AN 1L;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.948,00
4689126;1;SÃO PAULO;SALADA RIVIERA (AMER,ROMAN,CEN);PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;2.906,00
2439365;1;SÃO PAULO;COENTRO EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.182,00
1096257;1;SÃO PAULO;VH CH TTO TRES MEDALLS MERLOT 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;3.822,00
1096258;1;SÃO PAULO;VH CH BCO TRES MEDALLAS CHARD 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;3.909,00
1153261;1;SÃO PAULO;GIN GIBSON 1LT;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.007,00
248334;1;SÃO PAULO;ACUCAR REF UNIAO 1 KG;MERCEARIA;MERCEARIA BASICA;ACUCAR;JARDIM PAULISTA;June-2019;PA;4.171,00
376;1;SÃO PAULO;CONTRA FILE BOV RESF BIFE KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;3.424,00
1142906;1;SÃO PAULO;QJ PARM F AZUL CILINDRO 195G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;5.080,00
3426227;1;SÃO PAULO;APER APEROL 750ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;3.466,00
1101320;1;SÃO PAULO;VH ARG TTO STA JULIA MAGNA 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;5.187,00
1104474;1;SÃO PAULO;FILE TILAPIA FRESCO NETUNO ATM 500G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;3.250,00
5989607;1;SÃO PAULO;QA BISCOITO POLVILHO SALGADO 100G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;4.078,00
1194406;1;SÃO PAULO;CAPS NSP STARBUCKS EXPRESS ROAST 10;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;4.806,00
1111730;1;SÃO PAULO;SORV CREMOSISSIMO CREME KIBON 1,5L;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;3.547,00
247504;1;SÃO PAULO;LIMAO SICILIANO GRANEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.477,00
1121177;1;SÃO PAULO;AG BONAFONT GAL O 7L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;4.676,00
78986;1;SÃO PAULO;FILE SALMAO ESPEC S/PELE FCO DP KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;3.167,00
4210610;1;SÃO PAULO;MAMAO PAPAYA SUNRISE 1,2KG CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.377,00
1476897;1;SÃO PAULO;SUCO DE LARANJA FAB PROPRIA 500ML;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.477,00
1230093;1;SÃO PAULO;ESPUMANTE SALTON BRUT GFA 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;3.458,00
3008096;1;SÃO PAULO;SALSAO 350GR;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.585,00
6839673;1;SÃO PAULO;MIRTILLO 125GR;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.731,00
3859858;1;SÃO PAULO;AMORA FRESCA BDJ 170GR;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;4.010,00
7619403;1;SÃO PAULO;SALADA DE FRUTAS TRADICIONAL CP 200;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.514,00
3450598;1;SÃO PAULO;QA PERA PORTUGUESA 1 KG UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;2.922,00
1024354;1;SÃO PAULO;CAM DESC COZ 71/90 DELLMARE 400G;PERECIVEIS;PEIXARIA;PEIXES CONGELADOS;JARDIM PAULISTA;June-2019;PA;2.740,00
253581;1;SÃO PAULO;SUC YAKULT MCA TP 200ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;4.051,00
4626077;1;SÃO PAULO;QA MANT TAB S/ SAL QUALITA 200GR;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;3.448,00
2176482;1;SÃO PAULO;AGUA DE COCO NATURAL 1000ML UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;3.165,00
6864071;1;SÃO PAULO;LTE CONDS MOCA TP 395 G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;3.585,00
2378220;1;SÃO PAULO;COUVE BROCOLIS RAMOSO EMB MC;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;3.564,00
5088966;1;SÃO PAULO;LTE LV DESN PIRACANJUBA EDGE 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;3.936,00
1109622;1;SÃO PAULO;IOG BAUNILHA WHEY 14G V.C. 250G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;3.004,00
4796152;1;SÃO PAULO;LTE LV S/DESN PIRACANJUBA EDGE 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;3.705,00
1552782;1;SÃO PAULO;CAFE COM LEITE PEQUENO ILLY 50 ML;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;3.429,00
4428015;1;SÃO PAULO;PH NEVE SUPREME FT C/4 20M;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART HIGIENICOS;JARDIM PAULISTA;June-2019;PA;3.298,00
1038260;1;SÃO PAULO;TOMATE PELADO CASINO 400GR;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;6.784,00
1044580;1;SÃO PAULO;LEITE PAULISTA EDGE DESNATADO 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;3.878,00
1067348;1;SÃO PAULO;LEITE ZERO LACTOSE MOLICO 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;2.989,00
